忠明平日PM2.5,埔里平日PM2.5,線西平日PM2.5,忠明假日PM2.5,埔里假日PM2.5,線西假日PM2.5
4 ,15 ,,19 ,24 ,15 
8 ,12 ,15 ,14 ,23 ,17 
16 ,13 ,13 ,12 ,24 ,14 
11 ,16 ,13 ,7 ,22 ,17 
14 ,13 ,7 ,11 ,16 ,20 
10 ,14 ,10 ,14 ,16 ,19 
14 ,13 ,11 ,21 ,14 ,19 
13 ,12 ,3 ,19 ,9 ,19 
11 ,10 ,6 ,21 ,13 ,19 
12 ,12 ,8 ,18 ,5 ,18 
8 ,12 ,10 ,22 ,5 ,17 
14 ,12 ,11 ,21 ,14 ,16 
14 ,13 ,9 ,18 ,15 ,15 
10 ,13 ,12 ,15 ,16 ,18 
5 ,11 ,13 ,14 ,12 ,24 
5 ,13 ,10 ,13 ,11 ,28 
11 ,15 ,9 ,12 ,14 ,29 
7 ,13 ,8 ,11 ,14 ,25 
7 ,10 ,10 ,8 ,11 ,17 
6 ,9 ,6 ,4 ,10 ,12 
2 ,9 ,5 ,6 ,11 ,12 
2 ,9 ,4 ,6 ,12 ,11 
1 ,8 ,5 ,4 ,7 ,10 
1 ,8 ,10 ,5 ,7 ,11 
5 ,13 ,10 ,3 ,13 ,14 
10 ,17 ,12 ,8 ,15 ,9 
20 ,19 ,23 ,10 ,12 ,7 
16 ,24 ,23 ,15 ,8 ,8 
13 ,23 ,9 ,10 ,5 ,10 
8 ,27 ,16 ,9 ,7 ,16 
14 ,22 ,20 ,4 ,11 ,12 
14 ,11 ,9 ,6 ,16 ,11 
8 ,9 ,8 ,13 ,14 ,14 
1 ,15 ,7 ,13 ,13 ,10 
10 ,18 ,7 ,14 ,20 ,9 
13 ,15 ,7 ,11 ,25 ,13 
21 ,18 ,8 ,14 ,24 ,18 
22 ,22 ,14 ,14 ,27 ,24 
20 ,23 ,21 ,12 ,32 ,28 
15 ,19 ,28 ,6 ,31 ,29 
9 ,17 ,27 ,11 ,29 ,27 
5 ,13 ,22 ,14 ,30 ,21 
3 ,8 ,16 ,13 ,30 ,21 
0 ,10 ,10 ,11 ,28 ,22 
4 ,15 ,10 ,16 ,27 ,25 
9 ,13 ,13 ,19 ,26 ,30 
15 ,9 ,16 ,23 ,24 ,29 
14 ,10 ,10 ,27 ,20 ,26 
12 ,14 ,12 ,27 ,19 ,26 
11 ,18 ,20 ,24 ,22 ,28 
11 ,15 ,17 ,21 ,20 ,27 
14 ,14 ,14 ,20 ,24 ,27 
12 ,12 ,13 ,26 ,24 ,33 
10 ,11 ,8 ,27 ,23 ,38 
10 ,14 ,3 ,35 ,27 ,35 
13 ,20 ,12 ,35 ,28 ,55 
8 ,15 ,20 ,39 ,26 ,74 
2 ,9 ,13 ,41 ,30 ,35 
11 ,15 ,8 ,41 ,39 ,32 
7 ,15 ,10 ,36 ,46 ,31 
11 ,12 ,13 ,30 ,47 ,31 
7 ,12 ,15 ,29 ,43 ,33 
5 ,13 ,20 ,38 ,43 ,32 
2 ,11 ,21 ,40 ,41 ,33 
0 ,11 ,19 ,42 ,38 ,35 
3 ,12 ,13 ,32 ,34 ,31 
3 ,15 ,8 ,29 ,31 ,20 
4 ,23 ,8 ,28 ,34 ,15 
4 ,19 ,8 ,29 ,37 ,15 
6 ,16 ,8 ,27 ,34 ,17 
6 ,15 ,8 ,25 ,32 ,24 
9 ,14 ,9 ,26 ,29 ,30 
13 ,17 ,12 ,27 ,27 ,28 
8 ,18 ,18 ,33 ,26 ,24 
10 ,16 ,12 ,25 ,20 ,21 
12 ,14 ,3 ,21 ,12 ,19 
15 ,12 ,7 ,19 ,9 ,20 
12 ,15 ,9 ,15 ,13 ,22 
10 ,16 ,4 ,11 ,16 ,16 
7 ,15 ,0 ,11 ,19 ,15 
7 ,19 ,3 ,19 ,20 ,21 
7 ,14 ,3 ,26 ,16 ,20 
8 ,12 ,1 ,22 ,18 ,20 
8 ,14 ,2 ,24 ,25 ,21 
7 ,15 ,5 ,24 ,23 ,19 
12 ,15 ,5 ,26 ,19 ,28 
9 ,12 ,6 ,30 ,19 ,34 
12 ,15 ,7 ,33 ,18 ,28 
6 ,13 ,8 ,40 ,19 ,30 
7 ,8 ,11 ,36 ,19 ,38 
5 ,11 ,10 ,31 ,20 ,38 
5 ,12 ,8 ,29 ,23 ,34 
6 ,15 ,6 ,29 ,22 ,34 
3 ,12 ,5 ,25 ,20 ,31 
7 ,9 ,9 ,18 ,17 ,22 
7 ,14 ,10 ,24 ,15 ,15 
8 ,17 ,10 ,21 ,20 ,15 
6 ,15 ,12 ,21 ,23 ,22 
7 ,12 ,10 ,14 ,22 ,34 
4 ,9 ,10 ,24 ,14 ,45 
12 ,4 ,14 ,26 ,12 ,48 
11 ,7 ,15 ,29 ,14 ,49 
18 ,10 ,7 ,32 ,15 ,50 
11 ,13 ,6 ,43 ,24 ,44 
12 ,15 ,7 ,43 ,37 ,36 
16 ,15 ,7 ,46 ,47 ,24 
15 ,18 ,7 ,42 ,55 ,21 
15 ,24 ,3 ,42 ,64 ,27 
7 ,26 ,6 ,36 ,69 ,29 
6 ,25 ,11 ,33 ,69 ,32 
10 ,24 ,15 ,37 ,65 ,35 
14 ,22 ,22 ,46 ,64 ,48 
16 ,19 ,23 ,54 ,62 ,61 
11 ,18 ,21 ,51 ,64 ,62 
14 ,16 ,16 ,53 ,65 ,65 
11 ,15 ,10 ,50 ,60 ,65 
12 ,19 ,9 ,50 ,61 ,63 
6 ,22 ,8 ,50 ,61 ,61 
9 ,20 ,9 ,51 ,46 ,61 
9 ,19 ,7 ,51 ,37 ,67 
7 ,15 ,8 ,51 ,42 ,68 
10 ,15 ,12 ,45 ,39 ,63 
9 ,17 ,14 ,41 ,28 ,57 
19 ,13 ,13 ,35 ,24 ,48 
13 ,8 ,8 ,30 ,25 ,42 
18 ,7 ,9 ,29 ,27 ,35 
14 ,12 ,9 ,25 ,28 ,25 
15 ,17 ,7 ,28 ,27 ,20 
14 ,16 ,5 ,23 ,27 ,18 
10 ,14 ,3 ,32 ,30 ,20 
13 ,18 ,3 ,30 ,32 ,20 
12 ,18 ,6 ,29 ,30 ,18 
15 ,15 ,7 ,19 ,27 ,19 
16 ,17 ,10 ,24 ,30 ,23 
15 ,19 ,16 ,25 ,34 ,26 
14 ,18 ,16 ,38 ,33 ,21 
11 ,15 ,12 ,31 ,33 ,25 
3 ,10 ,10 ,35 ,33 ,35 
0 ,14 ,12 ,33 ,30 ,31 
0 ,17 ,14 ,35 ,29 ,27 
6 ,17 ,11 ,32 ,29 ,27 
14 ,14 ,11 ,24 ,28 ,28 
14 ,15 ,10 ,29 ,29 ,33 
10 ,18 ,10 ,30 ,31 ,34 
11 ,17 ,11 ,25 ,34 ,41 
11 ,17 ,9 ,25 ,37 ,47 
16 ,17 ,10 ,32 ,29 ,45 
14 ,13 ,15 ,33 ,23 ,45 
18 ,11 ,11 ,31 ,22 ,55 
18 ,11 ,11 ,36 ,20 ,62 
16 ,14 ,12 ,49 ,26 ,52 
16 ,19 ,16 ,56 ,32 ,45 
15 ,20 ,20 ,56 ,45 ,47 
11 ,18 ,13 ,50 ,55 ,41 
13 ,19 ,5 ,50 ,61 ,41 
13 ,22 ,1 ,46 ,72 ,46 
14 ,18 ,5 ,44 ,79 ,53 
16 ,18 ,9 ,41 ,88 ,60 
14 ,23 ,12 ,45 ,87 ,69 
14 ,22 ,15 ,49 ,80 ,75 
15 ,24 ,17 ,55 ,79 ,78 
13 ,23 ,19 ,50 ,77 ,74 
13 ,23 ,14 ,51 ,77 ,69 
12 ,22 ,11 ,53 ,74 ,60 
14 ,22 ,11 ,54 ,72 ,55 
6 ,21 ,10 ,55 ,72 ,57 
6 ,21 ,10 ,58 ,68 ,53 
8 ,20 ,8 ,73 ,66 ,50 
13 ,19 ,8 ,72 ,66 ,56 
18 ,17 ,8 ,64 ,63 ,42 
13 ,14 ,9 ,42 ,49 ,25 
11 ,15 ,8 ,26 ,34 ,20 
10 ,15 ,6 ,15 ,26 ,11 
16 ,15 ,9 ,12 ,18 ,8 
13 ,13 ,9 ,16 ,13 ,12 
20 ,14 ,6 ,22 ,14 ,11 
8 ,15 ,8 ,19 ,22 ,11 
13 ,15 ,7 ,15 ,25 ,8 
11 ,16 ,5 ,15 ,23 ,9 
13 ,17 ,10 ,15 ,24 ,8 
10 ,17 ,10 ,13 ,22 ,6 
7 ,17 ,8 ,7 ,100 ,6 
12 ,15 ,8 ,6 ,319 ,8 
15 ,13 ,14 ,7 ,238 ,7 
11 ,16 ,13 ,8 ,18 ,4 
11 ,18 ,8 ,9 ,22 ,5 
7 ,15 ,10 ,8 ,19 ,5 
7 ,14 ,9 ,11 ,18 ,8 
4 ,15 ,10 ,8 ,18 ,11 
8 ,15 ,8 ,10 ,12 ,10 
8 ,12 ,9 ,2 ,8 ,9 
10 ,13 ,13 ,10 ,13 ,6 
12 ,15 ,12 ,11 ,17 ,8 
11 ,12 ,9 ,12 ,20 ,16 
11 ,11 ,11 ,9 ,27 ,14 
10 ,18 ,13 ,10 ,26 ,7 
14 ,15 ,8 ,9 ,24 ,8 
13 ,9 ,9 ,12 ,19 ,10 
15 ,11 ,8 ,14 ,14 ,8 
12 ,14 ,6 ,16 ,16 ,13 
15 ,17 ,6 ,10 ,17 ,13 
9 ,14 ,6 ,12 ,19 ,9 
12 ,12 ,8 ,15 ,20 ,7 
14 ,13 ,9 ,13 ,23 ,8 
16 ,14 ,8 ,12 ,20 ,10 
12 ,16 ,8 ,12 ,15 ,17 
9 ,15 ,9 ,22 ,17 ,24 
9 ,12 ,11 ,18 ,17 ,20 
7 ,13 ,9 ,19 ,19 ,15 
7 ,17 ,10 ,14 ,19 ,13 
7 ,20 ,9 ,15 ,19 ,15 
11 ,15 ,8 ,15 ,23 ,15 
13 ,11 ,4 ,13 ,25 ,16 
9 ,13 ,5 ,7 ,19 ,15 
6 ,17 ,10 ,10 ,17 ,14 
7 ,19 ,9 ,9 ,22 ,13 
12 ,20 ,12 ,8 ,25 ,17 
12 ,23 ,13 ,5 ,28 ,22 
10 ,15 ,11 ,11 ,27 ,20 
7 ,10 ,11 ,15 ,24 ,17 
6 ,12 ,9 ,18 ,18 ,19 
8 ,16 ,11 ,16 ,13 ,20 
6 ,17 ,8 ,18 ,10 ,22 
6 ,14 ,2 ,19 ,12 ,16 
12 ,15 ,3 ,18 ,13 ,12 
19 ,19 ,3 ,20 ,15 ,12 
20 ,17 ,6 ,14 ,18 ,10 
19 ,17 ,4 ,12 ,17 ,10 
10 ,18 ,0 ,14 ,17 ,10 
14 ,16 ,7 ,10 ,15 ,14 
11 ,17 ,10 ,21 ,14 ,13 
15 ,18 ,11 ,23 ,18 ,11 
11 ,20 ,13 ,21 ,19 ,14 
7 ,19 ,10 ,16 ,20 ,12 
4 ,18 ,8 ,10 ,19 ,15 
8 ,18 ,8 ,15 ,17 ,16 
6 ,15 ,5 ,9 ,19 ,15 
10 ,19 ,5 ,4 ,20 ,18 
12 ,19 ,10 ,1 ,16 ,17 
12 ,18 ,12 ,9 ,14 ,18 
13 ,14 ,14 ,8 ,10 ,17 
5 ,15 ,11 ,14 ,9 ,15 
10 ,17 ,8 ,10 ,9 ,15 
7 ,15 ,10 ,20 ,11 ,22 
13 ,14 ,6 ,22 ,12 ,31 
13 ,12 ,9 ,26 ,12 ,37 
15 ,16 ,9 ,31 ,10 ,47 
13 ,16 ,2 ,30 ,14 ,51 
12 ,16 ,7 ,29 ,31 ,48 
9 ,18 ,8 ,27 ,39 ,44 
13 ,17 ,4 ,37 ,40 ,41 
9 ,19 ,6 ,39 ,41 ,39 
14 ,20 ,8 ,40 ,42 ,35 
8 ,22 ,16 ,40 ,53 ,37 
13 ,18 ,23 ,40 ,56 ,41 
8 ,18 ,15 ,39 ,53 ,39 
12 ,22 ,13 ,37 ,59 ,34 
6 ,12 ,12 ,35 ,61 ,30 
0 ,13 ,8 ,26 ,60 ,24 
0 ,11 ,6 ,19 ,58 ,16 
0 ,14 ,9 ,11 ,58 ,15 
6 ,12 ,12 ,13 ,55 ,17 
4 ,13 ,17 ,11 ,47 ,14 
8 ,12 ,14 ,12 ,46 ,13 
3 ,14 ,11 ,18 ,43 ,13 
12 ,20 ,10 ,16 ,40 ,11 
8 ,17 ,8 ,13 ,38 ,13 
16 ,16 ,7 ,9 ,29 ,21 
23 ,17 ,6 ,12 ,19 ,26 
9 ,18 ,13 ,16 ,18 ,29 
8 ,24 ,9 ,15 ,25 ,27 
10 ,23 ,1 ,19 ,27 ,22 
13 ,18 ,2 ,12 ,27 ,23 
13 ,20 ,4 ,11 ,30 ,19 
8 ,23 ,3 ,21 ,32 ,16 
12 ,22 ,3 ,16 ,30 ,18 
11 ,19 ,1 ,16 ,28 ,17 
6 ,16 ,1 ,14 ,30 ,16 
4 ,16 ,4 ,13 ,33 ,15 
2 ,15 ,4 ,19 ,34 ,10 
11 ,13 ,7 ,14 ,31 ,11 
8 ,15 ,15 ,18 ,30 ,16 
16 ,18 ,15 ,12 ,30 ,17 
12 ,18 ,10 ,16 ,28 ,16 
19 ,17 ,12 ,14 ,29 ,17 
12 ,18 ,14 ,11 ,29 ,18 
12 ,19 ,12 ,13 ,30 ,12 
13 ,20 ,13 ,13 ,32 ,8 
16 ,18 ,12 ,16 ,31 ,12 
19 ,17 ,6 ,18 ,26 ,19 
12 ,20 ,8 ,27 ,24 ,22 
7 ,23 ,6 ,33 ,27 ,22 
11 ,16 ,2 ,33 ,28 ,20 
16 ,11 ,8 ,31 ,28 ,25 
15 ,14 ,8 ,32 ,32 ,21 
15 ,17 ,10 ,30 ,39 ,13 
14 ,19 ,11 ,25 ,46 ,17 
13 ,19 ,6 ,18 ,44 ,20 
9 ,17 ,1 ,22 ,37 ,22 
7 ,19 ,2 ,22 ,31 ,21 
2 ,24 ,4 ,23 ,34 ,20 
2 ,23 ,6 ,20 ,38 ,27 
4 ,23 ,9 ,22 ,38 ,27 
6 ,24 ,8 ,19 ,40 ,28 
2 ,22 ,8 ,19 ,42 ,27 
3 ,19 ,8 ,22 ,39 ,22 
7 ,24 ,7 ,31 ,35 ,26 
15 ,27 ,9 ,33 ,37 ,29 
16 ,24 ,15 ,30 ,31 ,30 
13 ,19 ,14 ,27 ,32 ,27 
9 ,23 ,9 ,28 ,35 ,28 
12 ,26 ,10 ,28 ,37 ,32 
16 ,25 ,12 ,31 ,39 ,26 
16 ,23 ,15 ,26 ,39 ,26 
10 ,24 ,8 ,27 ,40 ,29 
10 ,23 ,2 ,25 ,37 ,27 
14 ,16 ,4 ,29 ,33 ,24 
15 ,13 ,8 ,33 ,35 ,30 
16 ,18 ,8 ,31 ,39 ,32 
9 ,23 ,4 ,37 ,44 ,28 
9 ,23 ,5 ,29 ,46 ,26 
6 ,19 ,0 ,28 ,43 ,26 
10 ,19 ,0 ,25 ,43 ,26 
10 ,25 ,3 ,27 ,43 ,21 
11 ,27 ,8 ,32 ,40 ,22 
16 ,28 ,14 ,28 ,40 ,28 
13 ,30 ,15 ,31 ,41 ,30 
22 ,29 ,14 ,30 ,41 ,28 
22 ,28 ,20 ,29 ,43 ,24 
23 ,26 ,25 ,23 ,42 ,25 
20 ,25 ,21 ,15 ,37 ,29 
18 ,23 ,17 ,16 ,33 ,30 
25 ,15 ,16 ,21 ,38 ,29 
21 ,16 ,14 ,29 ,40 ,25 
14 ,18 ,12 ,30 ,40 ,21 
10 ,15 ,8 ,29 ,40 ,18 
5 ,16 ,7 ,27 ,41 ,18 
8 ,20 ,9 ,25 ,38 ,22 
6 ,25 ,12 ,30 ,33 ,25 
8 ,22 ,12 ,36 ,33 ,26 
9 ,15 ,4 ,40 ,30 ,30 
7 ,17 ,5 ,37 ,29 ,30 
14 ,23 ,4 ,26 ,33 ,22 
16 ,18 ,0 ,22 ,40 ,18 
15 ,23 ,6 ,22 ,43 ,22 
13 ,26 ,8 ,24 ,38 ,25 
12 ,20 ,6 ,26 ,33 ,21 
16 ,26 ,6 ,23 ,37 ,22 
15 ,32 ,5 ,24 ,41 ,23 
22 ,29 ,15 ,22 ,43 ,22 
29 ,31 ,23 ,21 ,43 ,18 
40 ,33 ,22 ,23 ,42 ,19 
49 ,27 ,29 ,21 ,38 ,21 
26 ,15 ,44 ,25 ,34 ,20 
28 ,13 ,43 ,32 ,37 ,17 
20 ,15 ,36 ,20 ,37 ,16 
14 ,15 ,29 ,13 ,34 ,18 
11 ,14 ,26 ,13 ,34 ,17 
4 ,16 ,17 ,17 ,32 ,20 
10 ,16 ,10 ,20 ,34 ,23 
9 ,14 ,9 ,23 ,34 ,19 
13 ,13 ,8 ,15 ,32 ,22 
15 ,17 ,14 ,24 ,29 ,25 
22 ,15 ,28 ,29 ,25 ,29 
26 ,13 ,32 ,40 ,26 ,33 
22 ,16 ,27 ,27 ,27 ,27 
23 ,23 ,19 ,23 ,30 ,21 
21 ,24 ,14 ,18 ,33 ,21 
23 ,33 ,16 ,28 ,33 ,23 
18 ,41 ,18 ,27 ,33 ,21 
18 ,30 ,16 ,28 ,27 ,24 
13 ,27 ,16 ,24 ,25 ,26 
15 ,30 ,14 ,24 ,30 ,22 
16 ,29 ,13 ,25 ,32 ,23 
15 ,29 ,18 ,23 ,34 ,24 
14 ,29 ,16 ,19 ,37 ,23 
12 ,27 ,8 ,20 ,35 ,24 
6 ,26 ,10 ,22 ,35 ,24 
4 ,24 ,10 ,30 ,35 ,25 
9 ,22 ,9 ,28 ,30 ,24 
10 ,23 ,11 ,30 ,27 ,26 
11 ,25 ,15 ,33 ,29 ,31 
10 ,28 ,17 ,32 ,31 ,37 
16 ,25 ,14 ,40 ,31 ,37 
20 ,19 ,12 ,36 ,30 ,37 
23 ,23 ,11 ,44 ,31 ,41 
15 ,23 ,11 ,35 ,27 ,42 
12 ,15 ,11 ,38 ,24 ,37 
6 ,14 ,8 ,38 ,24 ,34 
7 ,14 ,9 ,44 ,20 ,47 
9 ,12 ,7 ,46 ,27 ,46 
16 ,12 ,3 ,38 ,38 ,43 
10 ,12 ,5 ,30 ,43 ,39 
12 ,9 ,5 ,22 ,45 ,38 
13 ,7 ,4 ,30 ,45 ,36 
14 ,4 ,6 ,37 ,43 ,41 
14 ,8 ,6 ,41 ,38 ,43 
11 ,7 ,8 ,40 ,39 ,43 
10 ,6 ,13 ,39 ,41 ,41 
13 ,10 ,17 ,36 ,42 ,43 
10 ,12 ,16 ,36 ,46 ,47 
14 ,11 ,15 ,32 ,44 ,49 
12 ,9 ,10 ,42 ,44 ,52 
12 ,9 ,8 ,46 ,46 ,49 
5 ,12 ,9 ,43 ,46 ,49 
5 ,13 ,6 ,33 ,51 ,53 
5 ,14 ,2 ,32 ,51 ,52 
6 ,13 ,5 ,41 ,50 ,46 
4 ,17 ,11 ,42 ,53 ,49 
4 ,16 ,11 ,39 ,53 ,40 
5 ,13 ,9 ,35 ,44 ,29 
12 ,14 ,10 ,31 ,26 ,31 
14 ,10 ,11 ,32 ,25 ,30 
19 ,6 ,10 ,28 ,23 ,27 
14 ,11 ,8 ,27 ,26 ,20 
14 ,11 ,2 ,20 ,37 ,17 
14 ,8 ,4 ,3 ,47 ,18 
13 ,5 ,5 ,5 ,45 ,13 
13 ,5 ,1 ,12 ,38 ,10 
15 ,9 ,1 ,16 ,38 ,13 
12 ,9 ,4 ,20 ,43 ,15 
18 ,9 ,9 ,15 ,42 ,13 
13 ,12 ,9 ,22 ,38 ,16 
13 ,16 ,5 ,19 ,30 ,22 
13 ,16 ,8 ,22 ,30 ,25 
9 ,13 ,10 ,24 ,30 ,25 
7 ,16 ,8 ,22 ,26 ,26 
10 ,18 ,9 ,20 ,26 ,26 
12 ,17 ,8 ,19 ,27 ,21 
13 ,19 ,8 ,25 ,32 ,19 
8 ,21 ,8 ,28 ,34 ,19 
5 ,20 ,8 ,25 ,29 ,19 
3 ,20 ,11 ,24 ,27 ,20 
7 ,18 ,11 ,29 ,26 ,21 
9 ,16 ,13 ,31 ,26 ,23 
10 ,11 ,13 ,31 ,27 ,25 
10 ,8 ,14 ,27 ,25 ,18 
13 ,12 ,16 ,27 ,25 ,17 
20 ,2 ,9 ,29 ,26 ,20 
22 ,14 ,4 ,26 ,27 ,15 
23 ,22 ,7 ,24 ,32 ,15 
18 ,19 ,10 ,23 ,33 ,16 
20 ,22 ,8 ,23 ,27 ,19 
15 ,15 ,5 ,26 ,28 ,20 
21 ,5 ,8 ,22 ,31 ,21 
22 ,5 ,14 ,23 ,37 ,22 
16 ,7 ,16 ,24 ,38 ,24 
13 ,10 ,20 ,30 ,34 ,29 
11 ,11 ,16 ,28 ,35 ,36 
19 ,15 ,11 ,28 ,40 ,39 
13 ,18 ,13 ,29 ,33 ,34 
13 ,13 ,14 ,30 ,26 ,30 
7 ,7 ,13 ,36 ,29 ,29 
12 ,10 ,11 ,35 ,29 ,28 
5 ,12 ,11 ,37 ,26 ,27 
7 ,13 ,10 ,32 ,22 ,29 
6 ,16 ,14 ,30 ,20 ,38 
11 ,15 ,21 ,33 ,22 ,45 
15 ,13 ,20 ,33 ,27 ,42 
22 ,9 ,13 ,39 ,29 ,42 
21 ,4 ,8 ,39 ,23 ,41 
21 ,9 ,10 ,45 ,22 ,43 
9 ,20 ,10 ,45 ,29 ,43 
10 ,22 ,7 ,41 ,40 ,41 
11 ,16 ,8 ,37 ,49 ,35 
16 ,13 ,8 ,31 ,51 ,34 
19 ,11 ,10 ,26 ,50 ,36 
20 ,12 ,10 ,33 ,46 ,37 
20 ,13 ,10 ,30 ,45 ,35 
26 ,17 ,12 ,30 ,51 ,41 
28 ,20 ,17 ,36 ,51 ,43 
28 ,15 ,11 ,38 ,49 ,33 
18 ,8 ,13 ,42 ,51 ,38 
29 ,33 ,28 ,39 ,49 ,49 
14 ,27 ,22 ,44 ,48 ,50 
21 ,24 ,15 ,44 ,50 ,38 
12 ,26 ,12 ,55 ,48 ,42 
16 ,22 ,15 ,58 ,46 ,56 
9 ,20 ,13 ,61 ,45 ,54 
10 ,23 ,10 ,62 ,41 ,44 
16 ,20 ,11 ,56 ,38 ,39 
9 ,22 ,12 ,59 ,35 ,43 
14 ,19 ,13 ,46 ,34 ,47 
10 ,16 ,13 ,47 ,39 ,43 
11 ,15 ,9 ,40 ,42 ,45 
11 ,14 ,8 ,47 ,40 ,45 
9 ,14 ,10 ,42 ,45 ,40 
14 ,14 ,6 ,40 ,53 ,36 
13 ,11 ,0 ,36 ,50 ,35 
18 ,7 ,8 ,35 ,47 ,34 
16 ,8 ,20 ,26 ,41 ,40 
15 ,12 ,23 ,28 ,38 ,45 
18 ,16 ,29 ,30 ,38 ,45 
18 ,15 ,30 ,36 ,32 ,43 
21 ,12 ,20 ,40 ,34 ,47 
14 ,11 ,16 ,40 ,32 ,54 
16 ,10 ,17 ,40 ,27 ,53 
9 ,9 ,18 ,37 ,25 ,53 
10 ,9 ,14 ,38 ,23 ,57 
9 ,11 ,8 ,36 ,20 ,58 
11 ,7 ,7 ,22 ,20 ,58 
12 ,9 ,8 ,21 ,24 ,56 
6 ,12 ,14 ,12 ,27 ,53 
4 ,15 ,18 ,20 ,29 ,49 
3 ,16 ,11 ,16 ,26 ,36 
9 ,13 ,10 ,20 ,27 ,33 
13 ,14 ,13 ,26 ,27 ,38 
12 ,12 ,11 ,30 ,22 ,39 
16 ,11 ,9 ,35 ,22 ,36 
18 ,14 ,12 ,36 ,30 ,31 
18 ,15 ,13 ,33 ,33 ,22 
22 ,17 ,6 ,33 ,30 ,14 
26 ,18 ,4 ,25 ,28 ,11 
24 ,19 ,7 ,22 ,27 ,11 
30 ,19 ,6 ,21 ,22 ,18 
30 ,18 ,12 ,18 ,26 ,22 
38 ,20 ,26 ,23 ,32 ,21 
32 ,22 ,29 ,27 ,31 ,21 
32 ,22 ,19 ,26 ,25 ,25 
23 ,22 ,15 ,22 ,23 ,25 
16 ,20 ,15 ,8 ,27 ,24 
13 ,19 ,17 ,15 ,25 ,24 
12 ,16 ,17 ,20 ,23 ,22 
10 ,16 ,10 ,29 ,23 ,20 
11 ,14 ,7 ,28 ,25 ,20 
13 ,12 ,8 ,28 ,24 ,22 
11 ,15 ,10 ,30 ,26 ,25 
7 ,14 ,12 ,25 ,26 ,26 
4 ,13 ,18 ,21 ,24 ,29 
12 ,15 ,13 ,12 ,28 ,28 
11 ,18 ,8 ,16 ,24 ,23 
13 ,15 ,8 ,19 ,15 ,22 
16 ,12 ,7 ,25 ,17 ,14 
13 ,13 ,14 ,27 ,20 ,8 
14 ,13 ,13 ,22 ,19 ,11 
10 ,14 ,4 ,18 ,17 ,6 
8 ,18 ,8 ,13 ,17 ,5 
12 ,22 ,12 ,8 ,18 ,8 
14 ,22 ,9 ,9 ,25 ,8 
20 ,18 ,12 ,9 ,26 ,9 
24 ,22 ,19 ,14 ,26 ,11 
24 ,22 ,22 ,14 ,31 ,17 
26 ,24 ,27 ,11 ,31 ,17 
18 ,23 ,29 ,10 ,27 ,15 
19 ,18 ,24 ,14 ,25 ,19 
16 ,20 ,20 ,13 ,27 ,14 
18 ,22 ,14 ,16 ,23 ,10 
19 ,23 ,8 ,8 ,25 ,13 
12 ,18 ,7 ,8 ,26 ,11 
10 ,12 ,8 ,8 ,20 ,8 
11 ,12 ,10 ,15 ,16 ,11 
11 ,14 ,15 ,14 ,16 ,12 
8 ,17 ,20 ,11 ,19 ,12 
9 ,20 ,21 ,6 ,18 ,14 
21 ,20 ,14 ,9 ,15 ,16 
26 ,14 ,13 ,16 ,18 ,19 
27 ,12 ,13 ,24 ,20 ,21 
18 ,15 ,15 ,19 ,19 ,18 
21 ,17 ,14 ,19 ,19 ,17 
20 ,22 ,4 ,18 ,18 ,20 
19 ,20 ,4 ,22 ,20 ,23 
15 ,17 ,12 ,29 ,20 ,23 
14 ,15 ,15 ,21 ,20 ,27 
19 ,11 ,13 ,24 ,22 ,32 
21 ,10 ,21 ,22 ,25 ,31 
25 ,10 ,35 ,23 ,25 ,28 
29 ,9 ,41 ,22 ,26 ,29 
23 ,12 ,34 ,19 ,31 ,29 
21 ,15 ,28 ,26 ,31 ,25 
8 ,15 ,29 ,29 ,31 ,25 
9 ,11 ,21 ,27 ,22 ,24 
7 ,14 ,14 ,28 ,15 ,26 
9 ,18 ,13 ,23 ,22 ,27 
7 ,15 ,16 ,24 ,19 ,25 
8 ,11 ,15 ,23 ,14 ,26 
10 ,15 ,14 ,29 ,16 ,28 
10 ,17 ,19 ,30 ,19 ,29 
16 ,13 ,21 ,29 ,19 ,33 
17 ,14 ,19 ,30 ,20 ,32 
19 ,17 ,15 ,28 ,19 ,27 
21 ,17 ,11 ,27 ,23 ,34 
27 ,11 ,10 ,28 ,21 ,34 
26 ,8 ,10 ,31 ,18 ,25 
23 ,11 ,12 ,37 ,18 ,20 
12 ,22 ,11 ,30 ,19 ,20 
15 ,25 ,10 ,29 ,23 ,25 
12 ,19 ,8 ,27 ,20 ,32 
22 ,20 ,9 ,36 ,22 ,33 
18 ,23 ,9 ,36 ,24 ,26 
23 ,19 ,14 ,29 ,26 ,21 
13 ,15 ,25 ,29 ,26 ,29 
13 ,13 ,34 ,28 ,20 ,40 
10 ,15 ,47 ,31 ,19 ,41 
14 ,27 ,5 ,25 ,15 ,39 
15 ,24 ,8 ,28 ,13 ,40 
14 ,27 ,11 ,32 ,14 ,34 
10 ,31 ,7 ,31 ,14 ,31 
16 ,30 ,4 ,28 ,13 ,30 
12 ,29 ,5 ,29 ,16 ,27 
14 ,28 ,6 ,30 ,17 ,31 
11 ,29 ,4 ,29 ,22 ,36 
16 ,34 ,8 ,29 ,23 ,39 
21 ,33 ,11 ,30 ,20 ,42 
23 ,29 ,19 ,43 ,22 ,37 
23 ,30 ,26 ,48 ,25 ,34 
30 ,29 ,22 ,48 ,39 ,34 
